seq	start	end	product	substrate	composite	gc	result
NC_063025.1	185000	186000	0.54	1.22	-0.68	55.3	RIP_notaffected
NC_063025.1	185500	186500	0.57	1.39	-0.82	55.0	RIP_notaffected
NC_063025.1	186000	187000	0.57	1.45	-0.88	55.2	RIP_notaffected
NC_063025.1	186500	187500	0.56	1.45	-0.9	52.5	RIP_notaffected
NC_063025.1	187000	188000	0.49	1.41	-0.92	51.1	RIP_notaffected
NC_063025.1	187500	188500	0.59	1.29	-0.7	50.7	RIP_notaffected
NC_063025.1	188000	189000	0.81	1.17	-0.36	49.2	RIP_notaffected
NC_063025.1	188500	189500	1.06	1.02	0.04	50.0	RIP_notaffected
NC_063025.1	189000	190000	1.33	0.94	0.4	52.9	RIP_notaffected
NC_063025.1	189500	190500	1.07	0.93	0.13	55.1	RIP_notaffected
NC_063025.1	190000	191000	0.78	1.22	-0.44	52.8	RIP_notaffected
NC_063025.1	190500	191500	0.71	1.35	-0.63	53.4	RIP_notaffected
NC_063025.1	191000	192000	0.57	1.27	-0.7	58.2	RIP_notaffected
NC_063025.1	191500	192500	0.68	1.16	-0.47	57.5	RIP_notaffected
NC_063025.1	192000	193000	0.73	1.3	-0.57	57.5	RIP_notaffected
NC_063025.1	192500	193500	0.61	1.44	-0.83	57.7	RIP_notaffected
NC_063025.1	193000	194000	1.04	1.05	-0.01	52.0	RIP_notaffected
NC_063025.1	193500	194500	0.82	1.23	-0.41	54.7	RIP_notaffected
NC_063025.1	194000	195000	0.3	1.5	-1.2	60.4	RIP_notaffected
NC_063025.1	194500	195500	0.35	1.4	-1.05	60.8	RIP_notaffected
NC_063025.1	195000	196000	0.47	1.25	-0.78	56.7	RIP_notaffected
NC_063025.1	195500	196500	0.58	1.22	-0.64	51.6	RIP_notaffected
NC_063025.1	196000	197000	0.47	1.36	-0.89	52.3	RIP_notaffected
NC_063025.1	196500	197500	0.32	1.42	-1.1	56.7	RIP_notaffected
NC_063025.1	197000	198000	0.49	1.35	-0.86	59.6	RIP_notaffected
NC_063025.1	197500	198500	0.53	1.4	-0.87	56.5	RIP_notaffected
NC_063025.1	198000	199000	0.55	1.41	-0.85	55.6	RIP_notaffected
NC_063025.1	198500	199500	0.51	1.46	-0.95	49.5	RIP_notaffected
NC_063025.1	199000	200000	0.44	1.38	-0.94	45.8	RIP_notaffected
NC_063025.1	199500	200500	0.46	1.25	-0.79	52.1	RIP_notaffected
NC_063025.1	200000	201000	0.35	1.46	-1.11	56.1	RIP_notaffected
NC_063025.1	200500	201500	0.39	1.42	-1.03	57.9	RIP_notaffected
NC_063025.1	201000	202000	0.68	1.23	-0.54	56.6	RIP_notaffected
NC_063025.1	201500	202500	0.8	1.11	-0.32	51.8	RIP_notaffected
NC_063025.1	202000	203000	0.8	1.24	-0.44	54.9	RIP_notaffected
NC_063025.1	202500	203500	0.74	1.15	-0.41	60.4	RIP_notaffected
NC_063025.1	203000	204000	0.72	1.11	-0.4	58.5	RIP_notaffected
NC_063025.1	203500	204500	0.72	1.15	-0.43	55.1	RIP_notaffected
NC_063025.1	204000	205000	1.23	0.69	0.54	47.5	RIP_affected
NC_063025.1	204500	205500	1.58	0.22	1.36	42.1	RIP_affected
NC_063025.1	205000	206000	1.54	0.44	1.1	44.4	RIP_affected
NC_063025.1	205500	206500	1.04	1.01	0.04	50.3	RIP_notaffected
NC_063025.1	206000	207000	0.86	0.99	-0.13	53.9	RIP_notaffected
NC_063025.1	206500	207500	0.98	0.91	0.06	54.8	RIP_notaffected
NC_063025.1	207000	208000	0.93	0.99	-0.06	56.3	RIP_notaffected
NC_063025.1	207500	208500	1.12	0.94	0.18	57.7	RIP_notaffected
NC_063025.1	208000	209000	0.94	0.94	0.0	56.3	RIP_notaffected
NC_063025.1	208500	209500	1.06	0.86	0.2	53.8	RIP_notaffected
NC_063025.1	209000	210000	1.35	0.8	0.55	55.0	RIP_notaffected
NC_063025.1	209500	210500	1.31	0.91	0.4	57.6	RIP_notaffected
NC_063025.1	210000	211000	1.18	0.94	0.24	59.3	RIP_notaffected
NC_063025.1	210500	211500	0.59	1.07	-0.48	57.6	RIP_notaffected
NC_063025.1	211000	212000	0.92	1.08	-0.16	54.1	RIP_notaffected
NC_063025.1	211500	212500	2.21	0.5	1.71	49.4	RIP_affected
NC_063025.1	212000	213000	2.39	0.16	2.23	47.5	RIP_affected
NC_063025.1	212500	213500	2.14	0.19	1.95	46.2	RIP_affected
NC_063025.1	213000	214000	2.32	0.22	2.1	45.9	RIP_affected
NC_063025.1	213500	214500	2.44	0.27	2.17	48.2	RIP_affected
NC_063025.1	214000	215000	2.33	0.2	2.12	44.3	RIP_affected
NC_063025.1	214500	215500	2.06	0.16	1.9	40.4	RIP_affected
NC_063025.1	215000	216000	1.84	0.18	1.65	39.9	RIP_affected
NC_063025.1	215500	216500	1.84	0.17	1.67	40.0	RIP_affected
NC_063025.1	216000	217000	2.26	0.16	2.1	38.3	RIP_affected
NC_063025.1	216500	217500	2.12	0.16	1.97	38.1	RIP_affected
NC_063025.1	217000	218000	1.98	0.23	1.75	41.7	RIP_affected
NC_063025.1	217500	218500	2.2	0.25	1.95	44.0	RIP_affected
NC_063025.1	218000	219000	1.87	0.41	1.46	43.7	RIP_affected
NC_063025.1	218500	219500	1.97	0.43	1.54	44.3	RIP_affected
NC_063025.1	219000	220000	2.2	0.35	1.85	45.1	RIP_affected
NC_063025.1	219500	220500	2.04	0.33	1.72	46.4	RIP_affected
NC_063025.1	220000	221000	2.18	0.28	1.9	48.2	RIP_affected
NC_063025.1	220500	221500	2.31	0.35	1.96	48.2	RIP_affected
NC_063025.1	221000	222000	2.49	0.28	2.21	49.0	RIP_affected
NC_063025.1	221500	222500	2.54	0.27	2.26	47.2	RIP_affected
NC_063025.1	222000	223000	2.08	0.36	1.71	47.1	RIP_affected
NC_063025.1	222500	223500	1.98	0.36	1.62	48.8	RIP_affected
NC_063025.1	223000	224000	1.95	0.33	1.63	48.7	RIP_affected
NC_063025.1	223500	224500	1.96	0.21	1.75	47.0	RIP_affected
NC_063025.1	224000	225000	2.29	0.1	2.18	44.3	RIP_affected
NC_063025.1	224500	225500	2.48	0.12	2.36	46.1	RIP_affected
NC_063025.1	225000	226000	2.41	0.16	2.25	47.5	RIP_affected
NC_063025.1	225500	226500	2.45	0.16	2.29	45.5	RIP_affected
NC_063025.1	226000	227000	2.31	0.17	2.14	44.5	RIP_affected
NC_063025.1	226500	227500	2.48	0.17	2.32	47.0	RIP_affected
NC_063025.1	227000	228000	2.41	0.15	2.26	45.5	RIP_affected
NC_063025.1	227500	228500	2.01	0.15	1.86	39.4	RIP_affected
NC_063025.1	228000	229000	1.87	0.16	1.71	37.4	RIP_affected
NC_063025.1	228500	229500	1.68	0.23	1.46	38.5	RIP_affected
NC_063025.1	229000	230000	1.81	0.28	1.52	39.8	RIP_affected
NC_063025.1	229500	230500	2.04	0.18	1.86	40.3	RIP_affected
NC_063025.1	230000	231000	2.05	0.14	1.91	40.2	RIP_affected
NC_063025.1	230500	231500	1.94	0.21	1.73	39.8	RIP_affected
NC_063025.1	231000	232000	1.99	0.23	1.76	40.0	RIP_affected
NC_063025.1	231500	232500	2.23	0.16	2.07	41.6	RIP_affected
NC_063025.1	232000	233000	1.93	0.25	1.68	41.5	RIP_affected
NC_063025.1	232500	233500	1.73	0.3	1.43	40.7	RIP_affected
NC_063025.1	233000	234000	1.99	0.28	1.71	41.3	RIP_affected
NC_063025.1	233500	234500	2.13	0.26	1.87	40.1	RIP_affected
NC_063025.1	234000	235000	2.35	0.22	2.13	41.9	RIP_affected
NC_063025.1	234500	235500	2.14	0.27	1.87	42.4	RIP_affected
NC_063025.1	235000	236000	1.74	0.25	1.49	38.8	RIP_affected
NC_063025.1	235500	236500	1.62	0.33	1.29	39.8	RIP_affected
NC_063025.1	236000	237000	1.56	0.68	0.89	50.3	RIP_affected
NC_063025.1	236500	237500	1.37	0.94	0.43	56.9	RIP_notaffected
NC_063025.1	237000	238000	1.22	0.98	0.24	55.2	RIP_notaffected
NC_063025.1	237500	238500	1.38	0.94	0.44	55.5	RIP_notaffected
NC_063025.1	238000	239000	1.36	1.0	0.36	56.9	RIP_notaffected
NC_063025.1	238500	239500	1.26	1.09	0.18	56.9	RIP_notaffected
NC_063025.1	239000	240000	1.17	1.0	0.17	56.2	RIP_notaffected
NC_063025.1	239500	240500	1.2	1.01	0.19	55.7	RIP_notaffected
NC_063025.1	240000	241000	1.11	1.08	0.03	54.9	RIP_notaffected
NC_063025.1	240500	241500	1.4	0.89	0.51	51.8	RIP_notaffected
NC_063025.1	241000	242000	2.1	0.39	1.71	44.0	RIP_affected
NC_063025.1	241500	242500	2.65	0.12	2.53	41.5	RIP_affected
NC_063025.1	242000	243000	1.91	0.11	1.8	38.9	RIP_affected
NC_063025.1	242500	243500	1.74	0.1	1.64	38.5	RIP_affected
NC_063025.1	243000	244000	2.09	0.11	1.98	43.2	RIP_affected
NC_063025.1	243500	244500	2.14	0.15	2.0	44.2	RIP_affected
NC_063025.1	244000	245000	2.2	0.2	2.0	43.8	RIP_affected
NC_063025.1	244500	245500	2.26	0.16	2.1	40.4	RIP_affected
NC_063025.1	245000	246000	2.43	0.08	2.35	40.2	RIP_affected
NC_063025.1	245500	246500	2.29	0.07	2.22	41.2	RIP_affected
NC_063025.1	246000	247000	2.15	0.14	2.01	41.6	RIP_affected
NC_063025.1	246500	247500	2.21	0.18	2.03	41.1	RIP_affected
NC_063025.1	247000	248000	1.93	0.26	1.67	38.4	RIP_affected
NC_063025.1	247500	248500	1.89	0.29	1.6	37.4	RIP_affected
NC_063025.1	248000	249000	2.13	0.18	1.95	38.9	RIP_affected
NC_063025.1	248500	249500	1.96	0.15	1.8	38.4	RIP_affected
NC_063025.1	249000	250000	2.05	0.18	1.87	37.5	RIP_affected
NC_063025.1	249500	250500	2.24	0.15	2.09	39.9	RIP_affected
NC_063025.1	250000	251000	2.11	0.13	1.98	43.5	RIP_affected
NC_063025.1	250500	251500	1.84	0.17	1.66	41.2	RIP_affected
NC_063025.1	251000	252000	1.63	0.2	1.43	38.3	RIP_affected
NC_063025.1	251500	252500	1.88	0.15	1.73	39.2	RIP_affected
NC_063025.1	252000	253000	1.99	0.17	1.82	37.2	RIP_affected
NC_063025.1	252500	253500	2.04	0.17	1.87	39.1	RIP_affected
NC_063025.1	253000	254000	2.02	0.13	1.89	40.2	RIP_affected
NC_063025.1	253500	254500	1.93	0.13	1.8	39.9	RIP_affected
NC_063025.1	254000	255000	1.95	0.18	1.77	38.7	RIP_affected
NC_063025.1	254500	255500	1.91	0.19	1.71	36.6	RIP_affected
NC_063025.1	255000	256000	2.09	0.09	2.0	36.5	RIP_affected
NC_063025.1	255500	256500	2.01	0.11	1.9	36.7	RIP_affected
NC_063025.1	256000	257000	1.89	0.22	1.67	39.1	RIP_affected
NC_063025.1	256500	257500	1.8	0.3	1.5	41.4	RIP_affected
NC_063025.1	257000	258000	1.61	0.46	1.15	39.4	RIP_affected
NC_063025.1	257500	258500	1.9	0.46	1.44	37.1	RIP_affected
NC_063025.1	258000	259000	2.16	0.38	1.77	37.6	RIP_affected
NC_063025.1	258500	259500	2.22	0.41	1.82	38.9	RIP_affected
NC_063025.1	259000	260000	2.01	0.36	1.66	40.0	RIP_affected
NC_063025.1	259500	260500	1.78	0.33	1.44	38.2	RIP_affected
NC_063025.1	260000	261000	1.9	0.42	1.48	36.7	RIP_affected
NC_063025.1	260500	261500	1.99	0.43	1.56	37.5	RIP_affected
NC_063025.1	261000	262000	2.04	0.35	1.69	42.2	RIP_affected
NC_063025.1	261500	262500	2.3	0.25	2.05	46.5	RIP_affected
NC_063025.1	262000	263000	2.0	0.3	1.7	40.8	RIP_affected
NC_063025.1	262500	263500	1.86	0.26	1.6	34.7	RIP_affected
NC_063025.1	263000	264000	2.02	0.29	1.73	38.9	RIP_affected
NC_063025.1	263500	264500	1.63	0.64	0.99	45.3	RIP_affected
NC_063025.1	264000	265000	0.9	1.16	-0.26	49.9	RIP_notaffected
NC_063025.1	264500	265500	0.63	1.33	-0.7	54.0	RIP_notaffected
NC_063025.1	265000	266000	0.63	1.21	-0.57	59.4	RIP_notaffected
NC_063025.1	265500	266500	0.88	1.24	-0.36	62.6	RIP_notaffected
NC_063025.1	266000	267000	1.07	1.08	-0.01	58.6	RIP_notaffected
NC_063025.1	266500	267500	0.94	1.04	-0.09	53.5	RIP_notaffected
NC_063025.1	267000	268000	1.09	1.03	0.06	52.8	RIP_notaffected
NC_063025.1	267500	268500	1.44	0.87	0.58	52.3	RIP_notaffected
NC_063025.1	268000	269000	1.79	0.6	1.19	46.7	RIP_affected
NC_063025.1	268500	269500	2.21	0.33	1.88	44.7	RIP_affected
NC_063025.1	269000	270000	2.09	0.38	1.71	45.5	RIP_affected
NC_063025.1	269500	270500	1.99	0.31	1.67	45.8	RIP_affected
NC_063025.1	270000	271000	2.16	0.19	1.98	46.6	RIP_affected
NC_063025.1	270500	271500	2.26	0.23	2.03	46.4	RIP_affected
NC_063025.1	271000	272000	2.31	0.18	2.14	47.2	RIP_affected
NC_063025.1	271500	272500	2.42	0.17	2.26	46.3	RIP_affected
NC_063025.1	272000	273000	2.23	0.22	2.01	45.6	RIP_affected
NC_063025.1	272500	273500	2.25	0.21	2.04	46.6	RIP_affected
NC_063025.1	273000	274000	2.2	0.22	1.98	46.6	RIP_affected
NC_063025.1	273500	274500	2.05	0.3	1.75	42.7	RIP_affected
NC_063025.1	274000	275000	2.61	0.23	2.38	41.6	RIP_affected
NC_063025.1	274500	275500	2.13	0.5	1.62	46.8	RIP_affected
NC_063025.1	275000	276000	1.23	1.08	0.14	51.8	RIP_notaffected
NC_063025.1	275500	276500	1.19	1.14	0.06	52.6	RIP_notaffected
NC_063025.1	276000	277000	1.16	0.97	0.18	52.3	RIP_notaffected
NC_063025.1	276500	277500	1.45	0.84	0.61	52.8	RIP_notaffected
NC_063025.1	277000	278000	1.63	0.89	0.74	53.6	RIP_notaffected
NC_063025.1	277500	278500	1.37	0.85	0.52	54.6	RIP_notaffected
NC_063025.1	278000	279000	1.4	0.88	0.53	55.5	RIP_notaffected
NC_063025.1	278500	279500	1.31	0.99	0.32	54.2	RIP_notaffected
NC_063025.1	279000	280000	1.2	1.04	0.16	51.7	RIP_notaffected
NC_063025.1	279500	280500	1.59	0.77	0.82	49.9	RIP_notaffected
NC_063025.1	280000	281000	1.89	0.3	1.59	44.0	RIP_affected
NC_063025.1	280500	281500	2.02	0.14	1.88	41.3	RIP_affected
NC_063025.1	281000	282000	2.15	0.14	2.0	43.9	RIP_affected
NC_063025.1	281500	282500	2.25	0.16	2.09	44.7	RIP_affected
NC_063025.1	282000	283000	2.42	0.18	2.23	43.9	RIP_affected
NC_063025.1	282500	283500	2.43	0.23	2.21	45.9	RIP_affected
NC_063025.1	283000	284000	2.69	0.17	2.52	49.7	RIP_affected
NC_063025.1	283500	284500	2.93	0.08	2.85	47.3	RIP_affected
NC_063025.1	284000	285000	2.44	0.12	2.32	44.1	RIP_affected
NC_063025.1	284500	285500	2.19	0.14	2.05	44.9	RIP_affected
NC_063025.1	285000	286000	2.34	0.13	2.21	46.5	RIP_affected
NC_063025.1	285500	286500	2.44	0.15	2.29	47.7	RIP_affected
NC_063025.1	286000	287000	2.61	0.12	2.49	46.3	RIP_affected
NC_063025.1	286500	287500	2.7	0.08	2.62	43.9	RIP_affected
NC_063025.1	287000	288000	2.17	0.13	2.05	42.4	RIP_affected
NC_063025.1	287500	288500	2.07	0.27	1.8	43.3	RIP_affected
NC_063025.1	288000	289000	2.2	0.26	1.94	43.2	RIP_affected
NC_063025.1	288500	289500	1.88	0.17	1.71	38.4	RIP_affected
NC_063025.1	289000	290000	2.09	0.1	1.99	41.7	RIP_affected
NC_063025.1	289500	290500	2.62	0.07	2.55	45.8	RIP_affected
NC_063025.1	290000	291000	2.1	0.32	1.78	45.5	RIP_affected
NC_063025.1	290500	291500	1.6	0.78	0.82	55.1	RIP_notaffected
NC_063025.1	291000	292000	1.1	0.99	0.11	56.0	RIP_notaffected
NC_063025.1	291500	292500	1.7	0.58	1.12	46.3	RIP_affected
NC_063025.1	292000	293000	2.19	0.14	2.04	40.8	RIP_affected
NC_063025.1	292500	293500	1.91	0.17	1.75	39.1	RIP_affected
NC_063025.1	293000	294000	1.48	0.76	0.72	47.8	RIP_notaffected
NC_063025.1	293500	294500	1.14	1.19	-0.06	54.1	RIP_notaffected
NC_063025.1	294000	295000	1.17	1.08	0.09	55.0	RIP_notaffected
NC_063025.1	294500	295500	1.32	0.95	0.37	57.2	RIP_notaffected
NC_063025.1	295000	296000	1.17	1.05	0.12	56.1	RIP_notaffected
NC_063025.1	295500	296500	1.29	1.07	0.22	56.7	RIP_notaffected
NC_063025.1	296000	297000	1.61	0.92	0.69	56.3	RIP_notaffected
NC_063025.1	296500	297500	1.18	0.97	0.21	55.5	RIP_notaffected
NC_063025.1	297000	298000	1.17	1.01	0.16	56.6	RIP_notaffected
NC_063025.1	297500	298500	1.73	0.73	1.0	52.4	RIP_affected
NC_063025.1	298000	299000	1.87	0.26	1.61	40.4	RIP_affected
NC_063025.1	298500	299500	2.09	0.12	1.96	37.7	RIP_affected
NC_063025.1	299000	300000	2.57	0.16	2.4	42.4	RIP_affected
NC_063025.1	299500	300500	2.44	0.17	2.27	44.4	RIP_affected
NC_063025.1	300000	301000	2.72	0.16	2.55	48.7	RIP_affected
NC_063025.1	300500	301500	2.93	0.11	2.83	47.4	RIP_affected
NC_063025.1	301000	302000	2.48	0.1	2.38	44.7	RIP_affected
NC_063025.1	301500	302500	2.39	0.12	2.27	44.2	RIP_affected
NC_063025.1	302000	303000	2.36	0.12	2.23	44.7	RIP_affected
NC_063025.1	302500	303500	2.45	0.12	2.33	47.0	RIP_affected
NC_063025.1	303000	304000	2.46	0.11	2.35	46.1	RIP_affected
NC_063025.1	303500	304500	2.45	0.07	2.38	44.3	RIP_affected
NC_063025.1	304000	305000	2.38	0.09	2.3	42.5	RIP_affected
NC_063025.1	304500	305500	2.21	0.26	1.95	43.4	RIP_affected
NC_063025.1	305000	306000	1.44	0.74	0.7	48.8	RIP_affected
NC_063025.1	305500	306500	0.66	1.14	-0.47	54.9	RIP_notaffected
NC_063025.1	306000	307000	0.54	1.15	-0.61	56.1	RIP_notaffected
NC_063025.1	306500	307500	0.76	1.06	-0.3	54.0	RIP_notaffected
NC_063025.1	307000	308000	1.15	0.93	0.22	53.8	RIP_notaffected
NC_063025.1	307500	308500	1.35	0.76	0.59	51.2	RIP_notaffected
NC_063025.1	308000	309000	1.77	0.42	1.35	44.6	RIP_affected
NC_063025.1	308500	309500	2.27	0.26	2.01	44.5	RIP_affected
NC_063025.1	309000	310000	2.02	0.64	1.39	52.4	RIP_affected
NC_063025.1	309500	310500	0.94	1.08	-0.14	54.4	RIP_notaffected
NC_063025.1	310000	311000	0.66	1.12	-0.46	56.0	RIP_notaffected
NC_063025.1	310500	311500	0.84	1.07	-0.23	57.5	RIP_notaffected
NC_063025.1	311000	312000	1.1	1.05	0.04	54.7	RIP_notaffected
NC_063025.1	311500	312500	0.96	1.06	-0.1	54.7	RIP_notaffected
NC_063025.1	312000	313000	0.78	1.24	-0.46	53.4	RIP_notaffected
NC_063025.1	312500	313500	0.71	1.26	-0.55	50.5	RIP_notaffected
NC_063025.1	313000	314000	0.63	1.28	-0.65	48.8	RIP_notaffected
NC_063025.1	313500	314500	0.79	1.21	-0.41	50.4	RIP_notaffected
NC_063025.1	314000	315000	0.88	1.17	-0.29	52.5	RIP_notaffected
NC_063025.1	314500	315500	0.67	1.25	-0.58	52.7	RIP_notaffected
NC_063025.1	315000	316000	0.79	1.19	-0.4	53.9	RIP_notaffected
NC_063025.1	315500	316500	0.96	1.12	-0.16	54.7	RIP_notaffected
NC_063025.1	316000	317000	1.69	0.59	1.11	48.7	RIP_affected
NC_063025.1	316500	317500	2.2	0.18	2.02	45.4	RIP_affected
NC_063025.1	317000	318000	2.16	0.2	1.96	46.5	RIP_affected
NC_063025.1	317500	318500	2.27	0.17	2.1	45.4	RIP_affected
NC_063025.1	318000	319000	2.47	0.1	2.37	46.9	RIP_affected
NC_063025.1	318500	319500	2.59	0.11	2.48	45.8	RIP_affected
NC_063025.1	319000	320000	2.26	0.08	2.18	43.8	RIP_affected
NC_063025.1	319500	320500	2.43	0.11	2.33	45.2	RIP_affected
NC_063025.1	320000	321000	2.39	0.12	2.27	43.8	RIP_affected
NC_063025.1	320500	321500	1.76	0.1	1.66	39.0	RIP_affected
NC_063025.1	321000	322000	1.85	0.15	1.69	38.8	RIP_affected
NC_063025.1	321500	322500	1.99	0.2	1.79	38.5	RIP_affected
NC_063025.1	322000	323000	1.9	0.17	1.73	37.3	RIP_affected
NC_063025.1	322500	323500	2.1	0.11	1.99	39.3	RIP_affected
NC_063025.1	323000	324000	1.84	0.1	1.74	38.1	RIP_affected
NC_063025.1	323500	324500	1.79	0.16	1.64	36.4	RIP_affected
NC_063025.1	324000	325000	1.92	0.17	1.75	37.7	RIP_affected
NC_063025.1	324500	325500	1.67	0.38	1.28	42.1	RIP_affected
NC_063025.1	325000	326000	1.48	0.6	0.88	46.1	RIP_affected
NC_063025.1	325500	326500	1.1	0.84	0.26	48.6	RIP_notaffected
NC_063025.1	326000	327000	0.85	1.12	-0.27	52.2	RIP_notaffected
NC_063025.1	326500	327500	0.83	1.15	-0.32	52.7	RIP_notaffected
NC_063025.1	327000	328000	1.08	0.94	0.14	48.0	RIP_notaffected
NC_063025.1	327500	328500	1.73	0.42	1.31	43.5	RIP_affected
NC_063025.1	328000	329000	2.0	0.17	1.83	41.4	RIP_affected
NC_063025.1	328500	329500	1.96	0.54	1.42	40.2	RIP_affected
NC_063025.1	329000	330000	1.76	0.81	0.96	41.5	RIP_notaffected
NC_063025.1	329500	330500	1.59	0.79	0.8	41.5	RIP_notaffected
NC_063025.1	330000	331000	1.34	0.99	0.35	43.1	RIP_notaffected
NC_063025.1	330500	331500	1.13	1.08	0.05	47.2	RIP_notaffected
NC_063025.1	331000	332000	1.09	1.16	-0.06	48.1	RIP_notaffected
NC_063025.1	331500	332500	1.12	1.23	-0.11	46.7	RIP_notaffected
NC_063025.1	332000	333000	0.87	1.33	-0.46	48.0	RIP_notaffected
NC_063025.1	332500	333500	0.75	1.43	-0.67	47.7	RIP_notaffected
NC_063025.1	333000	334000	1.17	0.93	0.24	46.0	RIP_notaffected
NC_063025.1	333500	334500	1.8	0.55	1.25	45.0	RIP_affected
NC_063025.1	334000	335000	1.84	0.35	1.49	41.2	RIP_affected
NC_063025.1	334500	335500	2.12	0.16	1.96	40.7	RIP_affected
NC_063025.1	335000	336000	2.42	0.17	2.25	42.2	RIP_affected
NC_063025.1	335500	336500	2.36	0.14	2.22	43.5	RIP_affected
NC_063025.1	336000	337000	2.25	0.13	2.12	43.4	RIP_affected
NC_063025.1	336500	337500	2.38	0.14	2.24	43.2	RIP_affected
NC_063025.1	337000	338000	2.31	0.15	2.16	44.1	RIP_affected
NC_063025.1	337500	338500	2.16	0.28	1.88	45.8	RIP_affected
NC_063025.1	338000	339000	2.08	0.57	1.51	51.4	RIP_affected
NC_063025.1	338500	339500	1.49	0.84	0.65	55.0	RIP_notaffected
NC_063025.1	339000	340000	1.5	0.87	0.63	53.9	RIP_notaffected
NC_063025.1	339500	340500	1.7	0.87	0.84	54.3	RIP_notaffected
NC_063025.1	340000	341000	2.04	0.44	1.59	49.9	RIP_affected
NC_063025.1	340500	341500	2.47	0.12	2.35	44.3	RIP_affected
NC_063025.1	341000	342000	1.84	0.51	1.32	46.4	RIP_affected
NC_063025.1	341500	342500	1.18	0.9	0.28	49.2	RIP_notaffected
NC_063025.1	342000	343000	0.87	1.01	-0.14	52.6	RIP_notaffected
NC_063025.1	342500	343500	0.66	1.2	-0.54	57.5	RIP_notaffected
NC_063025.1	343000	344000	0.64	1.17	-0.53	57.7	RIP_notaffected
NC_063025.1	343500	344500	0.55	1.28	-0.73	53.1	RIP_notaffected
NC_063025.1	344000	345000	0.63	1.36	-0.73	53.3	RIP_notaffected
NC_063025.1	344500	345500	0.73	1.2	-0.47	56.4	RIP_notaffected
NC_063025.1	345000	346000	0.6	1.17	-0.57	55.8	RIP_notaffected
NC_063025.1	345500	346500	0.53	1.22	-0.69	55.8	RIP_notaffected
NC_063025.1	346000	347000	0.74	1.07	-0.32	55.8	RIP_notaffected
NC_063025.1	346500	347500	0.69	1.18	-0.49	53.7	RIP_notaffected
NC_063025.1	347000	348000	0.7	1.26	-0.56	53.3	RIP_notaffected
NC_063025.1	347500	348500	0.85	1.09	-0.24	54.8	RIP_notaffected
NC_063025.1	348000	349000	0.77	1.07	-0.29	53.6	RIP_notaffected
NC_063025.1	348500	349500	0.93	1.08	-0.15	50.6	RIP_notaffected
NC_063025.1	349000	350000	0.86	1.24	-0.38	51.2	RIP_notaffected
NC_063025.1	349500	350500	0.69	1.17	-0.49	52.3	RIP_notaffected
NC_063025.1	350000	351000	1.02	0.97	0.04	49.3	RIP_notaffected
NC_063025.1	350500	351500	1.34	0.8	0.55	46.6	RIP_notaffected
NC_063025.1	351000	352000	1.68	0.46	1.22	43.2	RIP_affected
NC_063025.1	351500	352500	2.14	0.16	1.99	40.3	RIP_affected
NC_063025.1	352000	353000	1.92	0.09	1.83	42.2	RIP_affected
NC_063025.1	352500	353500	1.85	0.12	1.72	43.0	RIP_affected
NC_063025.1	353000	354000	1.96	0.14	1.82	42.1	RIP_affected
NC_063025.1	353500	354500	2.05	0.12	1.93	42.0	RIP_affected
NC_063025.1	354000	355000	2.31	0.08	2.23	41.6	RIP_affected
NC_063025.1	354500	355500	2.5	0.07	2.43	42.1	RIP_affected
NC_063025.1	355000	356000	2.02	0.11	1.91	39.4	RIP_affected
NC_063025.1	355500	356500	1.73	0.2	1.53	37.4	RIP_affected
NC_063025.1	356000	357000	1.91	0.15	1.76	38.2	RIP_affected
NC_063025.1	356500	357500	1.9	0.15	1.75	37.7	RIP_affected
NC_063025.1	357000	358000	1.77	0.22	1.55	39.4	RIP_affected
NC_063025.1	357500	358500	1.88	0.17	1.71	40.3	RIP_affected
NC_063025.1	358000	359000	1.94	0.05	1.89	38.8	RIP_affected
NC_063025.1	358500	359500	2.1	0.05	2.05	38.1	RIP_affected
NC_063025.1	359000	360000	2.13	0.09	2.04	38.2	RIP_affected
NC_063025.1	359500	360500	2.05	0.13	1.93	38.0	RIP_affected
NC_063025.1	360000	361000	2.33	0.12	2.2	39.2	RIP_affected
NC_063025.1	360500	361500	2.77	0.09	2.68	43.2	RIP_affected
NC_063025.1	361000	362000	3.36	0.08	3.28	49.6	RIP_affected
NC_063025.1	361500	362500	2.91	0.09	2.82	47.7	RIP_affected
NC_063025.1	362000	363000	2.48	0.11	2.38	45.8	RIP_affected
NC_063025.1	362500	363500	2.41	0.11	2.3	48.0	RIP_affected
NC_063025.1	363000	364000	2.35	0.12	2.22	45.9	RIP_affected
NC_063025.1	363500	364500	2.31	0.18	2.13	44.7	RIP_affected
NC_063025.1	364000	365000	2.1	0.2	1.9	43.8	RIP_affected
NC_063025.1	364500	365500	1.9	0.21	1.69	42.6	RIP_affected
NC_063025.1	365000	366000	1.92	0.26	1.66	43.7	RIP_affected
NC_063025.1	365500	366500	2.03	0.28	1.75	44.2	RIP_affected
NC_063025.1	366000	367000	1.99	0.22	1.77	43.4	RIP_affected
NC_063025.1	366500	367500	2.19	0.16	2.03	44.3	RIP_affected
NC_063025.1	367000	368000	2.31	0.11	2.19	45.0	RIP_affected
NC_063025.1	367500	368500	2.3	0.09	2.21	43.6	RIP_affected
NC_063025.1	368000	369000	2.14	0.13	2.02	41.6	RIP_affected
